what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.launching,3.4.1.v20080729_r341,org.eclipse.jdt.launching,1474884914683
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474884916511
started,bundle,org.eclipse.core.filesystem,1.2.0.v20080604-1400,org.eclipse.core.filesystem,1474884925426
started,bundle,net.sf.eclipsefp.common.ui,0.10.0,net.sf.eclipsefp.common.ui,1474884925832
started,bundle,net.sf.eclipsefp.haskell.ui,0.10.0,net.sf.eclipsefp.haskell.ui,1474884925832
started,bundle,net.sf.eclipsefp.common.core,0.10.0,net.sf.eclipsefp.common.core,1474884925832
started,bundle,de.leiffrenzel.fp.haskell.ghccompiler,0.10.0,de.leiffrenzel.fp.haskell.ghccompiler,1474884925848
started,bundle,net.sf.eclipsefp.haskell.core.jparser,0.10.0,net.sf.eclipsefp.haskell.core.jparser,1474884925848
started,bundle,net.sf.eclipsefp.haskell.core,0.10.0,net.sf.eclipsefp.haskell.core,1474884925863
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474884925957
started,bundle,org.eclipse.jdt.apt.core,3.3.101.R34x_v20080902-1220,org.eclipse.jdt.apt.core,1474884926004
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.100.v20080407-1345,org.eclipse.jdt.apt.pluggable.core,1474884926020
started,bundle,org.eclipse.ltk.core.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.core.refactoring,1474884927821
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring,1474884927821
started,bundle,org.eclipse.compare,3.4.0.I20080604,org.eclipse.compare,1474884928212
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474884930509
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474884946200
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474884951793
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474884982140
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474884985188
started,bundle,org.eclipse.dltk.core,0.95.1.v20080920-R0951,org.eclipse.dltk.core,1474884986235
started,bundle,org.eclipse.dltk.launching,0.95.1.v20080915-1703,org.eclipse.dltk.launching,1474884986266
started,bundle,org.eclipse.dltk.ui,0.95.1.v20080920-R0951,org.eclipse.dltk.ui,1474884986266
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474884986360
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1474884986375
