what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474885200104
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474885202361
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474885219027
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474885228677
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1474885288767
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1474885289048
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1474885291312
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1474885344424
started,bundle,org.eclipse.mylyn.java.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.java.ui,1474885348502
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1474885348814
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474885362335
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474885368526
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474885376375
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474885403550
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474885482516
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474885487468
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474885494034
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474885499523
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474885504138
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474885534437
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474885554936
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474885566939
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474885569130
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474885582044
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474885582341
