what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1474889209025
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1474889212322
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474889229997
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474889232184
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.RunLast,1474889232184
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1474889233059
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.RunLast,1474889234200
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474889234247
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474889234716
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1474889237291
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1474889255151
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.RunLast,1474889255588
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474889255620
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474889256604
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1474889261159
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1474889264237
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.RunLast,1474889273195
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1474889275898
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1474889284054
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1474889329484
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.RunLast,1474889330703
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474889330734
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474889331172
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1474889342795
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1474889354202
