what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.tasks.bugs,1476539595596
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.tasks.ui,1476539595596
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.301.v200808072012,org.eclipse.wst.dtd.ui,1476539595599
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.103.v200809101755,org.eclipse.wst.xsd.ui,1476539595605
stopped,bundle,org.eclipse.wst.xml.ui,1.0.410.v200809120143,org.eclipse.wst.xml.ui,1476539595607
stopped,bundle,org.eclipse.wst.common.ui,1.1.301.v200805140415,org.eclipse.wst.common.ui,1476539595616
stopped,bundle,org.eclipse.wst.sse.ui,1.1.2.v200809120159,org.eclipse.wst.sse.ui,1476539595620
stopped,bundle,org.eclipse.cdt.debug.mi.ui,5.0.1.200901300802,org.eclipse.cdt.debug.mi.ui,1476539595622
stopped,bundle,net.sf.pascaline.debug.ui,0.5.4.200902201919,net.sf.pascaline.debug.ui,1476539595624
stopped,bundle,net.sf.pascaline.managedbuilder.ui,0.5.0.200902201919,net.sf.pascaline.managedbuilder.ui,1476539595625
stopped,bundle,net.sf.pascaline.managedbuilder.core,0.5.5.200902201919,net.sf.pascaline.managedbuilder.core,1476539595627
stopped,bundle,net.sf.pascaline.ui,0.5.4.200902201919,net.sf.pascaline.ui,1476539595628
